5,25.1,27.5,30.1
6,19,16.2,20.2
7,7.5,6.3,8.3
8,7.9,6.6,9
9,6.6,3.7,7
10,3.08,6.52,6.4
11,2.63,6.32,6
12,3.01,2.48,2.68
13,2.45,5.94,5.5
14,3.06,2.05,1.94
15,1.94,2.41,3.04
16,1.77,1.79,3.86
17,2.98,1.97,1.91
18,2.2,1.94,12.03
19,1.88,2.2,2.6
20,2.02,1.71,2.4
21,1.83,1.71,2
22,1.8,1.75,1.9
23,1.79,1.82,1.8
24,3.9,4.64,1.8
25,1.66,1.65,2.54
26,1.67,1.63,1.8
27,1.74,1.63,1.6
28,1.83,1.59,2.05
29,1.59,1.63,1.65
30,1.53,1.6,1.69
