15,5.3677,5.5417,5.743
16,3.7142,5.3224,5.7481
17,2.8903,4.2943,4.5381
18,3.2852,3.6667,6.1833
19,3.1973,4.2037,4.487
20,3.7918,3.9775,4.1333
21,2.6659,4.0505,4.3053
22,2.5885,2.9456,4.3443
23,2.4618,2.6435,3.0287
24,3.1653,3.4315,4.0995
25,2.3033,2.8717,3.3609
26,2.5161,2.6984,2.7226
27,2.0857,2.6746,3.015
28,2.2488,2.5427,2.8149
29,2.4555,2.4731,2.5336
30,2.442,2.4601,2.524
31,2.2481,2.4683,2.5252
32,2.1612,2.3497,2.6915
33,2.0743,2.2145,2.7998
34,2.024,2.2884,2.3652
