10,5.08,6.52,10.4
11,3.63,6.32,8
12,5.01,3.48,6.68
13,3.45,5.94,5
14,3.06,2.55,4.54
15,2.94,2.81,4.04
16,2.77,2.79,3.86
17,1.97,4.07,2.91
18,3.39,2.44,3.03
19,2.88,2.2,3.29
20,2.02,1.71,3.48
21,1.83,2.29,3.4
22,2.38,1.75,3.56
23,1.79,1.99,3.24
24,3.1,2.05,1.83
25,1.66,1.86,2.54
26,1.67,1.63,1.99
27,1.98,1.63,1.6
28,1.83,1.59,2.05
29,1.59,1.63,1.8
30,1.53,1.6,1.69
